signal_strength,frequency,noise_level,label
0.49963209507789,160.62348107697164,0.051561934417966304,1
0.960571445127933,99.25539614945538,0.45127645333978333,0
0.7855951534491241,107.77915855040752,0.2526261862239286,0
0.6789267873576292,188.84096073797872,0.4132287330538708,0
0.3248149123539492,156.70719656255488,0.16002480051530588,0
0.32479561626896214,91.01167567782926,0.44776161424810024,0
0.24646688973455957,101.16186971526353,0.19460083936708156,0
0.8929409166199482,162.98519460188612,0.00541882574014918,1
0.6808920093945671,90.55677422308406,0.45269098820963183,0
0.7664580622368364,107.68888565592485,0.04564333839306678,1
0.21646759543664196,150.36071683032446,0.15965681879520743,0
0.9759278817295955,166.10847174619624,0.47503098352540246,1
0.8659541126403374,161.71573854528606,0.47530357346877805,1
0.36987128854262097,114.66962404066157,0.28671894406164306,0
0.3454599737656805,168.33971434822894,0.31591860608489963,0
0.34672360788274703,116.097399624648,0.22422276098915989,0
0.4433937943676302,125.79396679751946,0.14660538584903227,0
0.6198051453057902,172.11405456298266,0.16433227268495798,1
0.5455560149136927,161.4596188951936,0.3362592280385192,0
0.43298331215843355,183.41457515435957,0.37618726471884,0
0.6894823157779035,162.3374181530378,0.39578952186292427,0
0.3115950885216335,152.51394636690188,0.39480907139727694,0
0.43371571882817456,100.30422446109017,0.045603051524345184,0
0.4930894746349534,130.4487383365377,0.24721015235129074,0
0.5648559873736287,119.1722604449898,0.028779380008322142,1
0.8281407691144109,116.83886077169919,0.27476444116186777,1
0.3597390257266878,197.03116102276903,0.2207652506866885,0
0.6113875507308892,133.24074971334363,0.4438520913791499,0
0.6739316550896339,188.12512106948247,0.17545750627603934,1
0.2371603301759982,159.4252488596989,0.05853350821380293,0
0.6860358815211507,177.42924338958133,0.07149584102641793,1
0.33641929894983325,145.29008024157113,0.3807553158587361,0
0.25204127438822366,153.4594273088995,0.30910903165813053,0
0.9591084298026666,144.17694632007505,0.05056133806139512,1
0.9725056264596474,111.47672865778489,0.04205340305749872,1
0.846717878493169,169.46973267876558,0.35048456572956,1
0.4436910153386966,120.88495986849414,0.036381503182096764,0
0.2781376912051071,92.67475630745992,0.4109300296451781,0
0.7473864212097256,161.00195254978846,0.3531211135782481,1
0.5521219949916811,109.48217473477538,0.04067439032094988,0
0.2976305878758231,193.45044427882056,0.04241885704259596,1
0.5961415280890161,194.93214347028461,0.4933197892505877,0
0.22751081689217473,190.63508292424933,0.18713539787806016,0
0.9274563216630256,130.7174570280989,0.18532107353344546,1
0.40702398528001354,91.70022781817542,0.4063997836287513,0
0.7300178274831857,192.1150418846498,0.47362428869192935,0
0.4493688608715288,137.10025631490458,0.49300053191143545,0
0.6160544169422486,196.33203009480366,0.3766890926294708,0
0.6373682234746237,195.9981974798178,0.18812979276545788,1
0.3478835644204217,183.8310401014096,0.04175035834933438,1
0.9756677022116469,122.38937812765442,0.3885734579637184,1
0.8201062586888916,132.36075014621179,0.2792021248679025,1
0.9515991532513512,183.62503386685427,0.21211100462348814,1
0.915861880342119,124.86142056719055,0.453177192547368,0
0.6783199830488682,108.64420213547018,0.05559874115307567,1
0.9374993880184934,151.24813887041853,0.24631255214542958,1
0.2707940016415356,192.9770251576859,0.005676822383709534,1
0.3567862899353162,166.56327763424702,0.23433032099706314,0
0.23618183112843047,152.70672870983014,0.028151637840918675,0
0.4602642646106115,100.68941431478454,0.05940895813403596,0
0.5109418317515857,157.65079493690865,0.05876312338855244,1
0.41707922541911674,198.90592351146896,0.3246051510580318,0
0.8629900073215435,105.40924167601764,0.37302243963271164,0
0.4854026613548714,147.01626176001105,0.2916843825485798,0
0.4247476077499046,186.5110379120751,0.48108627423727096,0
0.6341568665265989,171.4845479529625,0.18743528976185203,1
0.31273937997981016,166.67173150947946,0.14285604314093037,0
0.8417575846032317,167.27324923858203,0.43429956409473014,1
0.2596405149438167,129.54402663417306,0.11179791925972632,0
0.9895095492804138,122.29510286909428,0.48161126972030566,1
0.8177958154373259,179.0297271026365,0.006077237344908171,1
0.35897254522733796,179.11247341470988,0.4849394133538195,0
0.20441769369888194,185.37795504381143,0.021579955975288057,0
0.8523691427638673,190.45646078121183,0.44557155684903554,1
0.7654858750780937,146.24766387470316,0.26385055454314993,1
0.7832057344327898,145.16679241559194,0.49648239805965017,0
0.8170162773487566,177.81246968634525,0.03689828236769943,1
0.2592357213872723,161.49603238555417,0.2769271422006604,0
0.48677258283541813,167.21635649834735,0.4846512678095495,0
0.2926952476201038,177.53719363797111,0.2615489220850744,0
0.890482740700475,187.9005875999323,0.31469931906763127,1
0.6986385014620464,127.17946725366895,0.3478743444923086,0
0.46471841988211937,131.31412479039383,0.22727053238388661,0
0.25084668022881895,100.33801338249559,0.3137790400420317,0
0.4487858573725298,153.61081550957914,0.2921571559615501,0
0.46014665762139767,93.95365011764163,0.4505790052454945,0
0.7836849426704513,141.21578199457062,0.022723190170728935,1
0.7100459770841705,149.69090981783341,0.14048159479611516,1
0.9097701940610612,121.51953773411128,0.47520574203827937,0
0.5777719401295595,154.9916586625912,0.44513189194545816,0
0.29567539675064136,93.35502749329544,0.22782837639285647,0
0.7705958297783961,94.10830076241359,0.31006629890076837,0
0.8086280388935181,180.4860616725624,0.13869059149056634,1
0.649021758055597,129.62097055523893,0.09406057986188066,1
0.8167737439636489,103.97665639170732,0.23184920246999108,1
0.5950364770915126,147.44675860602848,0.1766761140130264,1
0.6181862635055952,174.6992908408472,0.29182805592543604,1
0.5420328146868397,113.74031302465275,0.03886731848249242,0
0.22033530139527616,158.51795234009003,0.48719740383308324,0
0.2863131415946436,99.38822114931448,0.49310537223980144,0
0.22514334854938742,95.68498932854685,0.34908085700987257,0
0.7091283290110244,148.44900947249627,0.2680481831720602,1
0.45148478486106136,149.46986337711172,0.15476380814316387,0
0.6068565529317622,160.11728916480274,0.40689750985347434,0
0.9260531791408744,169.87004670949278,0.34236558627693964,1
0.39943378331909996,197.34372874087882,0.08130846967244565,1
0.5283063384285038,146.7930383131315,0.45546359224692123,0
0.804440910834439,125.52521202353705,0.4112686214615845,0
0.383038532393298,177.47048142455742,0.474899956645962,0
0.2615839278630344,119.79154763882816,0.36285975419418,0
0.43180116233101445,138.28685627761996,0.30670759796789493,0
0.32897702980320354,98.63020194764925,0.20912151814530944,0
0.9437581218740585,92.78858177570032,0.46636424167700663,0
0.8464963036515336,195.89132561457177,0.4330319447502042,1
0.7067230052083389,181.95781325634266,0.022609335053094703,1
0.8971684721501743,166.55716267030678,0.013183487248626002,1
0.8429376615192916,134.98482388556968,0.1882316834390248,1
0.3492560471088287,109.06237520779304,0.40527666539091645,0
0.9140471987919823,107.20807469381947,0.49363806465747223,0
0.6314737935325205,117.52671879810549,0.07520844555176409,1
0.84595212413125,150.41493311767326,0.29706535767606757,1
0.9168730399387945,168.60555149700684,0.19044542831551076,1
0.4544027799774911,162.62171143895046,0.4849571989073016,0
0.2880415396221414,120.79272866405371,0.42105946156785434,0
0.3823481300335534,195.03518087295134,0.4191643523555689,0
0.5416862309010051,171.16866083653454,0.23434657989748514,0
0.8544118127379945,150.97894577625408,0.2074097511688326,1
0.8885844666050748,157.28928208577875,0.13670353596535312,1
0.20556170442495258,136.15600686705687,0.028187748325463557,0
0.6085978420620526,117.25040884512732,0.4323611881275266,0
0.5339288025190232,129.15699465163877,0.4064505045650388,0
0.3776862483765842,173.3630721510806,0.4998588366430653,0
0.29589229386694627,91.58328374927315,0.4983184185369527,0
0.4700921371229024,102.76799045576078,0.2777158528013137,0
0.9543277631300153,95.0602906223928,0.38449370759025525,0
0.4585623456166042,94.48016825508671,0.472382864941214,0
0.6150324973946929,184.10066424121078,0.42482369533870573,0
0.7624151671161423,167.40236453180262,0.12367405087159883,1
0.4909036819034352,142.15912119960578,0.22527206765504676,0
0.9774256661767686,100.76175767161016,0.06457970757574749,1
0.9699578359536891,144.07774626285158,0.4770255136293612,1
0.40142583666029136,142.08189478586223,0.30308731722544,0
0.5977988047139084,109.05220569010167,0.11432140275173136,0
0.44070264785341573,137.72368141617704,0.33585034220292836,0
0.4278723955019741,133.83552078371108,0.3090641202289479,0
0.22950955788362626,157.7435107857438,0.17908135901642025,0
0.6876514671839176,159.86030159544083,0.05677879609981451,1
0.6021432185830893,94.9834410749249,0.3357865977963998,0
0.2411830009999915,131.20738760891183,0.26015385045189665,0
0.4229171713892892,158.844590728566,0.38615919586781966,0
0.9266127087733229,145.34498844380965,0.2600817505559967,1
0.39164951253357794,184.21388253071547,0.42609075015927006,0
0.3159158976729785,162.45629947808396,0.27595341938724277,0
0.5915622082220504,107.92278697895726,0.28046898576769314,0
0.9885203632884807,97.76256221404728,0.4383268013291725,0
0.39364421720920034,160.66612060269472,0.20174143310619852,0
0.737708437924703,92.9162441595784,0.06700761422532037,1
0.8092956922629742,154.43531394008096,0.014391338156669486,1
0.39011003519391974,193.42532655674535,0.3775686278368095,0
0.7825730788894878,153.3021595663467,0.31015477567673233,1
0.4942265061754026,132.6986918827174,0.3520398840496118,0
0.7058446644748637,160.76170402865887,0.10648208075445537,1
0.7068237686087158,140.40781795406684,0.06818573779338488,1
0.6286197472598067,150.01784682475284,0.007272332833940964,1
0.27223181604352664,193.56112896541777,0.1752937794032985,0
0.8682419964713903,132.47129015808517,0.29495884342731654,1
0.4566240519773887,195.73096202063056,0.19612202254986616,1
0.3492148083198834,189.58857061516701,0.21873746101186453,0
0.23262011324381116,111.5370248268226,0.4520793472468742,0
0.6727143545505935,97.6297430962682,0.17412773351165017,0
0.7420514894738259,101.08558015151694,0.2569947445799054,0
0.21327026314228492,92.00440082167047,0.39182650637057154,0
0.6096744466394248,100.38872568315213,0.19827139116063508,0
0.3811966201583504,165.13074507579927,0.31104335011393675,0
0.71613823232756,97.83075133062519,0.4311818543733726,0
0.33949314320399315,125.08731933231374,0.47476031182882106,0
0.7527501904819729,182.93628420663998,0.07353674046451897,1
0.5093882770404299,92.55991293094084,0.4632938125807472,0
0.9493839909893877,179.59153308478295,0.2460581465397691,1
0.3100167553167946,121.00402522507399,0.12912219414947917,0
0.47285308084020683,102.99813103838218,0.22956787811913065,0
0.29077881699247127,166.64108819005656,0.4900162876427385,0
0.9397548946228502,159.18371314578724,0.2463090469964348,1
0.9018714827047849,186.52192148797582,0.1643758051437541,1
0.4063533021721245,170.8578148184274,0.3167004271583629,0
0.7279872368273432,178.38290234233335,0.12007280938909654,1
0.8537777601609726,121.0238029828437,0.03793166405433196,1
0.64416064927957,109.51834981576951,0.06443986095532461,1
0.6237204626848052,172.56762268049442,0.06402291947888622,1
0.39348183272036136,178.75182131939903,0.07595134675614718,1
0.2744822142447194,198.95556562007408,0.06941358632470507,0
0.9177726063626614,135.3879444602569,0.3204373724016073,1
0.9203344457306644,130.92198943720615,0.09094004219957241,1
0.7064811658186143,175.40542568161965,0.1728336416619316,1
0.4712238328389606,127.48838942783196,0.4483942049530059,0
0.47936765969012873,192.38330581639212,0.23698082013143618,0
0.7807645430961916,184.4254027027313,0.3337788692605136,1
0.9176882079620616,137.18934301125202,0.08615993560081492,1
0.9096691394120939,172.5958174570647,0.09614450940433539,1
0.8239004366860991,172.99971614931508,0.02043430813323943,1
